title,company,location,skills
Lab Technician,PSEB,Ludhiana,"PowerPoint, MS Office, Documentation, Teamwork, Tally, Data Entry, Communication"
Social Media Assistant,Govt of Punjab - Revenue Dept,Amritsar,"Customer Support, Tally, Documentation, Communication, MS Office, Teamwork, Hindi"
Hardware Technician,Punjab Rural Development Dept,Patiala,"Excel, PowerPoint, Field Work, English, Customer Support, Communication"
Data Entry Operator,Punjab Skill Development Mission,Hoshiarpur,"Excel, Punjabi, Communication, Data Entry, Documentation, English"
Lab Technician,Punjab Skill Development Mission,Pathankot,"Documentation, Tally, SQL, Networking"
Data Entry Operator,PSEB,Hoshiarpur,"MS Office, Customer Support, Field Work, Tally, Teamwork, Documentation, Typing"
Lab Technician,Punjab Skill Development Mission,Bathinda,"Tally, Documentation, Teamwork, English, Hardware Support, Typing, Data Entry, Hindi"
Admin Assistant,Govt of Punjab - Health Dept,Hoshiarpur,"Hindi, Excel, Documentation, MS Office, Typing, Teamwork, Customer Support"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Mohali,"Punjabi, Typing, Tally, PowerPoint"
Career Counsellor,PSEB,Pathankot,"Typing, Excel, MS Office, English, Tally, Punjabi, Communication"
District Coordinator,Punjab Rural Development Dept,Patiala,"Typing, MS Office, Excel, PowerPoint, Documentation, SQL, Hardware Support"
Lab Technician,Punjab Skill Development Mission,Amritsar,"Hardware Support, Communication, Networking, Teamwork, Tally, Excel, MS Office"
Career Counsellor,Govt of Punjab - Revenue Dept,Bathinda,"PowerPoint, Excel, Punjabi, Typing"
Social Media Assistant,PGRKAM Partner Employer,Bathinda,"SQL, Excel, Communication, Networking, Punjabi, English"
District Coordinator,PGRKAM Partner Employer,Pathankot,"Field Work, SQL, English, Customer Support, Excel"
Career Counsellor,PGRKAM Partner Employer,Jalandhar,"Field Work, Typing, Hardware Support, Hindi, Networking, Data Entry, Teamwork, MS Office"
IT Support Technician,PGRKAM Partner Employer,Gurdaspur,"MS Office, Teamwork, Networking, Documentation, Typing, Field Work, Data Entry"
Customer Support Executive,PSEB,Bathinda,"Customer Support, Typing, Excel, Communication, Teamwork, Documentation, Tally, Networking"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Bathinda,"Excel, Documentation, Communication, Customer Support, English, Data Entry, Hindi, Hardware Support"
Office Assistant,Govt of Punjab - Health Dept,Bathinda,"Tally, Data Entry, Customer Support, Networking, Field Work, Documentation"
Office Assistant,Punjab Rural Development Dept,Amritsar,"PowerPoint, Excel, Customer Support, Hindi, MS Office, Documentation, Field Work"
MIS Executive,Punjab Rural Development Dept,Pathankot,"Data Entry, Hindi, Customer Support, Teamwork, English, Tally, Punjabi, Typing"
MIS Executive,Punjab Digital Office,Ludhiana,"Customer Support, PowerPoint, Excel, Tally, Typing"
Hardware Technician,Punjab Skill Development Mission,Patiala,"PowerPoint, Excel, Networking, Teamwork, Documentation, Data Entry, English, Field Work"
MIS Executive,Punjab Skill Development Mission,Bathinda,"Tally, Networking, MS Office, Field Work, Hardware Support, PowerPoint"
District Coordinator,Govt of Punjab - Revenue Dept,Jalandhar,"Data Entry, Communication, Punjabi, PowerPoint, Networking, Tally, SQL, English"
Social Media Assistant,Punjab Digital Office,Bathinda,"English, Excel, Punjabi, Data Entry, Typing, Networking"
Customer Support Executive,PGRKAM Partner Employer,Gurdaspur,"MS Office, Hindi, Typing, Documentation, Hardware Support, Tally, SQL, Data Entry"
Customer Support Executive,PGRKAM Partner Employer,Gurdaspur,"Teamwork, Hindi, PowerPoint, Excel, English, Field Work, Networking"
Admin Assistant,Govt of Punjab - Health Dept,Firozpur,"Customer Support, MS Office, Punjabi, SQL, Hardware Support"
Hardware Technician,PGRKAM Partner Employer,Gurdaspur,"Data Entry, PowerPoint, Tally, Hindi, Field Work, English, Communication"
Admin Assistant,Punjab Rural Development Dept,Hoshiarpur,"MS Office, English, Documentation, Hindi, Communication, Networking"
Customer Support Executive,Punjab Rural Development Dept,Patiala,"MS Office, Customer Support, Tally, Hardware Support, PowerPoint, Communication"
Admin Assistant,PGRKAM Partner Employer,Firozpur,"Teamwork, Hindi, SQL, Tally, English, PowerPoint, Punjabi, Excel"
Career Counsellor,Punjab Skill Development Mission,Pathankot,"Hardware Support, Communication, SQL, PowerPoint, Punjabi, Hindi"
Hardware Technician,Punjab Digital Office,Pathankot,"Documentation, Communication, Excel, Hindi"
Lab Technician,Govt of Punjab - Revenue Dept,Bathinda,"Communication, English, Hindi, Networking, Customer Support, Documentation, Punjabi"
IT Support Technician,Punjab Rural Development Dept,Pathankot,"Tally, Communication, PowerPoint, Documentation, Hindi, Typing, Data Entry, Excel"
Field Coordinator,Punjab Skill Development Mission,Gurdaspur,"Typing, Networking, Customer Support, SQL, Documentation, MS Office, English"
IT Support Technician,Punjab Skill Development Mission,Pathankot,"Punjabi, Communication, Excel, Field Work"
Lab Technician,Govt of Punjab - Health Dept,Mohali,"SQL, Documentation, Punjabi, Data Entry, Typing, Excel"
Helpdesk Executive,Punjab Digital Office,Firozpur,"Tally, PowerPoint, Networking, English, Punjabi, Typing, MS Office, Customer Support"
Customer Support Executive,Punjab Skill Development Mission,Mohali,"PowerPoint, Documentation, Communication, Customer Support, English, Data Entry, Punjabi"
Field Coordinator,Govt of Punjab - Health Dept,Mohali,"English, Customer Support, Documentation, Tally, Data Entry, Teamwork, Punjabi, SQL"
Career Counsellor,Govt of Punjab - Revenue Dept,Jalandhar,"Typing, Hardware Support, Tally, English, PowerPoint, MS Office, Field Work"
Lab Technician,Punjab Digital Office,Ludhiana,"Tally, English, Data Entry, Field Work, Networking"
Data Entry Operator,Govt of Punjab - Health Dept,Firozpur,"Field Work, English, Typing, SQL"
Customer Support Executive,Punjab Rural Development Dept,Patiala,"Tally, Typing, SQL, Documentation, Hindi, Punjabi, Hardware Support"
Office Assistant,Govt of Punjab - Health Dept,Jalandhar,"Punjabi, Communication, Documentation, MS Office, Teamwork"
Office Assistant,Punjab Skill Development Mission,Ludhiana,"Documentation, Typing, MS Office, Tally, Networking, Excel, PowerPoint, Field Work"
District Coordinator,Punjab Rural Development Dept,Bathinda,"Hindi, Documentation, Tally, Excel"
MIS Executive,Punjab Rural Development Dept,Patiala,"MS Office, SQL, Documentation, Tally, Networking, English"
Apprentice - IT Support,PGRKAM Partner Employer,Hoshiarpur,"SQL, Communication, Customer Support, Tally"
Data Entry Operator,PSEB,Mohali,"Typing, Communication, English, Tally"
Customer Support Executive,Punjab Skill Development Mission,Patiala,"Hindi, Networking, Punjabi, Hardware Support, MS Office, Data Entry"
Office Assistant,PGRKAM Partner Employer,Amritsar,"SQL, Tally, Data Entry, Documentation, MS Office, Customer Support"
Lab Technician,PGRKAM Partner Employer,Bathinda,"Punjabi, Documentation, Excel, Field Work"
Hardware Technician,PGRKAM Partner Employer,Gurdaspur,"Field Work, PowerPoint, SQL, Networking, Customer Support, Data Entry, Teamwork"
Computer Operator,Govt of Punjab - Revenue Dept,Patiala,"English, Communication, Hardware Support, SQL, Field Work"
Apprentice - IT Support,Punjab Digital Office,Jalandhar,"Typing, Punjabi, Communication, Documentation"
District Coordinator,Govt of Punjab - Revenue Dept,Amritsar,"Data Entry, PowerPoint, Punjabi, Communication, Hardware Support"
MIS Executive,Govt of Punjab - Revenue Dept,Mohali,"SQL, Teamwork, Punjabi, PowerPoint"
Customer Support Executive,Govt of Punjab - Revenue Dept,Ludhiana,"Field Work, Data Entry, Punjabi, PowerPoint, Typing, Documentation"
Admin Assistant,PGRKAM Partner Employer,Firozpur,"Field Work, Hardware Support, Tally, Hindi, Communication"
MIS Executive,PSEB,Mohali,"MS Office, Teamwork, Hardware Support, Typing, Field Work, SQL, Communication, Tally"
Helpdesk Executive,PSEB,Mohali,"Punjabi, Hindi, English, Teamwork, Customer Support, Hardware Support"
District Coordinator,PGRKAM Partner Employer,Hoshiarpur,"Field Work, Hindi, Communication, MS Office, Tally, Customer Support, Punjabi"
Apprentice - IT Support,Govt of Punjab - Health Dept,Jalandhar,"Typing, English, Networking, Teamwork, SQL"
MIS Executive,Punjab Skill Development Mission,Firozpur,"Communication, Typing, Customer Support, Teamwork"
Field Coordinator,PSEB,Mohali,"Punjabi, Documentation, English, Typing, PowerPoint, Data Entry, Customer Support"
Data Entry Operator,Punjab Digital Office,Ludhiana,"Customer Support, Networking, PowerPoint, Teamwork, MS Office, Tally, Hardware Support, Field Work"
MIS Executive,PGRKAM Partner Employer,Firozpur,"MS Office, SQL, Networking, Customer Support"
Field Coordinator,PSEB,Jalandhar,"Networking, Teamwork, Hardware Support, Punjabi, Data Entry, SQL"
Admin Assistant,Govt of Punjab - Health Dept,Mohali,"Punjabi, Hindi, PowerPoint, Hardware Support, Communication, Documentation"
Hardware Technician,Punjab Skill Development Mission,Ludhiana,"Hindi, Data Entry, Typing, Field Work, Excel, English, Customer Support, Hardware Support"
Apprentice - IT Support,Punjab Rural Development Dept,Ludhiana,"MS Office, Customer Support, Typing, Hardware Support, Communication, Excel"
Customer Support Executive,Govt of Punjab - Revenue Dept,Firozpur,"Communication, Hindi, Customer Support, Tally, SQL, Punjabi"
Field Coordinator,Govt of Punjab - Revenue Dept,Jalandhar,"Typing, Teamwork, Documentation, Communication, SQL, Customer Support, Data Entry, English"
Data Entry Operator,Punjab Rural Development Dept,Bathinda,"Communication, Field Work, Networking, Typing, English, Customer Support, Data Entry"
Customer Support Executive,Govt of Punjab - Health Dept,Patiala,"Data Entry, Punjabi, Teamwork, Excel"
Computer Operator,PSEB,Amritsar,"Networking, Documentation, English, Tally, Hardware Support"
MIS Executive,Punjab Rural Development Dept,Gurdaspur,"MS Office, Teamwork, English, Punjabi"
Apprentice - IT Support,PGRKAM Partner Employer,Amritsar,"Hardware Support, SQL, Field Work, Tally, Documentation"
Hardware Technician,Govt of Punjab - Revenue Dept,Hoshiarpur,"Communication, Customer Support, English, SQL, Punjabi"
Customer Support Executive,Govt of Punjab - Health Dept,Bathinda,"Data Entry, Typing, Hardware Support, PowerPoint, Tally, Documentation"
Admin Assistant,Punjab Skill Development Mission,Jalandhar,"Hardware Support, Field Work, PowerPoint, English, MS Office, Hindi, Teamwork, Documentation"
Computer Operator,PSEB,Bathinda,"Field Work, Communication, Hindi, Networking"
Hardware Technician,Govt of Punjab - Revenue Dept,Hoshiarpur,"Excel, Customer Support, Hindi, Data Entry"
District Coordinator,PGRKAM Partner Employer,Patiala,"Hardware Support, PowerPoint, Typing, English, Excel, Teamwork, SQL"
Field Coordinator,PSEB,Amritsar,"Teamwork, Customer Support, Field Work, PowerPoint, Tally, SQL, Excel"
Computer Operator,Govt of Punjab - Revenue Dept,Mohali,"PowerPoint, Tally, Hindi, Documentation, Customer Support, Punjabi, English"
Data Entry Operator,Punjab Skill Development Mission,Patiala,"Networking, Data Entry, Customer Support, Communication, SQL, Hardware Support"
Career Counsellor,Punjab Rural Development Dept,Mohali,"Teamwork, Field Work, Tally, Communication, SQL, Punjabi, Typing, MS Office"
Helpdesk Executive,Govt of Punjab - Health Dept,Bathinda,"Hardware Support, Typing, SQL, Hindi, Punjabi, Communication"
Hardware Technician,PGRKAM Partner Employer,Hoshiarpur,"Hardware Support, MS Office, Networking, PowerPoint"
Customer Support Executive,Govt of Punjab - Revenue Dept,Bathinda,"Teamwork, PowerPoint, Communication, SQL"
MIS Executive,Punjab Rural Development Dept,Ludhiana,"Excel, Communication, Teamwork, MS Office, Data Entry, Documentation"
MIS Executive,Govt of Punjab - Revenue Dept,Amritsar,"Punjabi, SQL, Networking, Typing, Hindi"
Apprentice - IT Support,PSEB,Mohali,"Tally, Customer Support, Typing, Hardware Support, Documentation, English, Networking, Communication"
Social Media Assistant,Govt of Punjab - Revenue Dept,Pathankot,"MS Office, Excel, Documentation, Punjabi, Hindi, Tally, Hardware Support"
MIS Executive,PSEB,Mohali,"Teamwork, Customer Support, Field Work, PowerPoint, Hindi, English, SQL, Hardware Support"
Field Coordinator,PSEB,Mohali,"Typing, Field Work, PowerPoint, Communication"
MIS Executive,Punjab Rural Development Dept,Amritsar,"MS Office, Data Entry, Tally, Hindi, Customer Support, Hardware Support, Field Work"
Admin Assistant,PGRKAM Partner Employer,Mohali,"Punjabi, Hindi, English, Hardware Support, Teamwork"
Admin Assistant,Punjab Digital Office,Gurdaspur,"SQL, Hindi, PowerPoint, Data Entry, Teamwork, MS Office, Customer Support, English"
Office Assistant,PGRKAM Partner Employer,Bathinda,"Tally, Networking, Documentation, MS Office, Communication"
Hardware Technician,Punjab Digital Office,Firozpur,"Hardware Support, Tally, Teamwork, PowerPoint, Data Entry, Punjabi, English"
Hardware Technician,PSEB,Hoshiarpur,"SQL, MS Office, Field Work, Punjabi"
Admin Assistant,Punjab Rural Development Dept,Amritsar,"Networking, Punjabi, Hardware Support, English, Customer Support"
Hardware Technician,Govt of Punjab - Health Dept,Hoshiarpur,"Field Work, Communication, Customer Support, MS Office, Typing"
Social Media Assistant,Punjab Skill Development Mission,Mohali,"PowerPoint, Data Entry, Tally, Excel, SQL, English"
Hardware Technician,Punjab Digital Office,Ludhiana,"Typing, Communication, Customer Support, SQL, MS Office"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Hoshiarpur,"Teamwork, SQL, Excel, Data Entry"
Hardware Technician,Punjab Digital Office,Jalandhar,"Communication, Documentation, MS Office, Data Entry"
Customer Support Executive,Govt of Punjab - Revenue Dept,Pathankot,"Documentation, Tally, PowerPoint, Communication, MS Office, Excel, SQL"
IT Support Technician,Govt of Punjab - Revenue Dept,Patiala,"Field Work, MS Office, English, Hindi, Communication, Excel, SQL, Documentation"
Customer Support Executive,Punjab Digital Office,Amritsar,"Tally, PowerPoint, Punjabi, Excel"
Apprentice - IT Support,Punjab Skill Development Mission,Amritsar,"Customer Support, Punjabi, Communication, Tally"
Customer Support Executive,Punjab Digital Office,Amritsar,"Customer Support, PowerPoint, Teamwork, Data Entry, Field Work, Documentation, Tally, Excel"
Apprentice - IT Support,Punjab Rural Development Dept,Hoshiarpur,"PowerPoint, Punjabi, SQL, MS Office, Excel, Teamwork"
Apprentice - IT Support,Govt of Punjab - Health Dept,Gurdaspur,"Tally, Excel, Typing, MS Office, Data Entry, Hindi, PowerPoint, Communication"
Computer Operator,PGRKAM Partner Employer,Jalandhar,"Hardware Support, SQL, Networking, MS Office, Punjabi"
Data Entry Operator,PSEB,Patiala,"MS Office, Networking, Teamwork, PowerPoint, SQL, Hindi"
IT Support Technician,Punjab Digital Office,Hoshiarpur,"Typing, English, Teamwork, Excel, Documentation, SQL, Customer Support, Tally"
IT Support Technician,Govt of Punjab - Health Dept,Amritsar,"Data Entry, Documentation, Punjabi, English, Networking, Communication"
Office Assistant,Punjab Rural Development Dept,Patiala,"Documentation, Data Entry, PowerPoint, Teamwork"
Apprentice - IT Support,Punjab Rural Development Dept,Jalandhar,"Documentation, Tally, Customer Support, Excel"
Data Entry Operator,PSEB,Gurdaspur,"SQL, Excel, English, Documentation, Tally, Customer Support, Teamwork, Typing"
Customer Support Executive,Punjab Rural Development Dept,Ludhiana,"Hardware Support, Networking, Tally, Data Entry, Typing, PowerPoint, Communication, English"
Social Media Assistant,Punjab Digital Office,Ludhiana,"Field Work, Documentation, Tally, PowerPoint, MS Office, English, Customer Support"
Computer Operator,Punjab Rural Development Dept,Gurdaspur,"Teamwork, Hindi, Tally, Punjabi, Hardware Support, Excel, Networking"
IT Support Technician,Punjab Skill Development Mission,Ludhiana,"Punjabi, Field Work, Excel, Networking, Communication"
Field Coordinator,Govt of Punjab - Revenue Dept,Firozpur,"Typing, SQL, Communication, Field Work, MS Office, Tally, Documentation"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Patiala,"English, Customer Support, MS Office, Documentation, Data Entry, Hindi"
Customer Support Executive,PSEB,Gurdaspur,"SQL, Field Work, Hardware Support, Documentation, Punjabi"
District Coordinator,PSEB,Jalandhar,"Excel, Documentation, Communication, Networking, Data Entry, Teamwork"
MIS Executive,Govt of Punjab - Revenue Dept,Hoshiarpur,"Punjabi, Customer Support, Data Entry, Hardware Support, Teamwork"
IT Support Technician,PSEB,Hoshiarpur,"Punjabi, Field Work, Tally, Communication, Customer Support, PowerPoint, Networking, MS Office"
Admin Assistant,PGRKAM Partner Employer,Ludhiana,"Networking, Hindi, Field Work, Customer Support, Tally, Documentation, Punjabi"
Office Assistant,Punjab Digital Office,Patiala,"SQL, Documentation, Typing, Customer Support, MS Office, Teamwork, Hardware Support, Data Entry"
Helpdesk Executive,Govt of Punjab - Health Dept,Hoshiarpur,"Punjabi, Data Entry, MS Office, SQL, Customer Support, Teamwork, Excel"
Data Entry Operator,PSEB,Gurdaspur,"Data Entry, Tally, Hardware Support, Networking"
MIS Executive,Govt of Punjab - Health Dept,Ludhiana,"SQL, Data Entry, PowerPoint, Typing, Teamwork, MS Office, Tally"
Social Media Assistant,PGRKAM Partner Employer,Pathankot,"Hindi, SQL, Data Entry, PowerPoint, Customer Support, Networking, Tally, Excel"
Data Entry Operator,Govt of Punjab - Health Dept,Gurdaspur,"Teamwork, Networking, Field Work, Data Entry, PowerPoint"
Office Assistant,Govt of Punjab - Health Dept,Hoshiarpur,"SQL, Typing, English, Communication"
Data Entry Operator,Govt of Punjab - Revenue Dept,Jalandhar,"Excel, Tally, Documentation, MS Office, SQL, Hardware Support, Hindi, Networking"
Hardware Technician,Punjab Skill Development Mission,Firozpur,"Networking, Documentation, English, Field Work, Data Entry, Punjabi, Teamwork"
Helpdesk Executive,Punjab Skill Development Mission,Ludhiana,"SQL, Hindi, Field Work, PowerPoint, Punjabi"
Admin Assistant,Govt of Punjab - Health Dept,Patiala,"Typing, MS Office, English, Communication, Field Work"
Apprentice - IT Support,PSEB,Firozpur,"PowerPoint, Hardware Support, Excel, Typing, Teamwork, Field Work, SQL"
Social Media Assistant,Govt of Punjab - Revenue Dept,Mohali,"English, Hardware Support, Networking, Communication, Field Work, Punjabi"
Admin Assistant,Punjab Digital Office,Mohali,"Punjabi, Hindi, English, Tally, Customer Support, Networking, Communication, Documentation"
Customer Support Executive,Punjab Skill Development Mission,Pathankot,"Hardware Support, Communication, Teamwork, Tally, Excel, PowerPoint, English"
Apprentice - IT Support,Punjab Skill Development Mission,Pathankot,"Tally, Documentation, Teamwork, MS Office, Networking, Communication, Field Work"
Hardware Technician,PSEB,Jalandhar,"Hardware Support, Communication, Hindi, Excel, Punjabi, MS Office, PowerPoint, Typing"
District Coordinator,PGRKAM Partner Employer,Hoshiarpur,"Punjabi, SQL, Data Entry, MS Office, Communication, Hardware Support, English"
Hardware Technician,PSEB,Ludhiana,"Data Entry, Teamwork, Excel, Documentation, PowerPoint"
Hardware Technician,Punjab Skill Development Mission,Firozpur,"MS Office, Networking, Documentation, Hardware Support, Tally, Punjabi, Communication, English"
District Coordinator,Punjab Rural Development Dept,Amritsar,"Teamwork, Excel, Communication, Field Work, PowerPoint, Networking, SQL"
Computer Operator,Punjab Rural Development Dept,Gurdaspur,"Hindi, Punjabi, Customer Support, Tally, Typing, MS Office, Communication"
MIS Executive,Govt of Punjab - Revenue Dept,Mohali,"Hindi, Hardware Support, Tally, Communication, SQL, Field Work"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Firozpur,"Field Work, Communication, English, Documentation"
Helpdesk Executive,Govt of Punjab - Health Dept,Firozpur,"Communication, Teamwork, MS Office, Typing, PowerPoint, Tally, Punjabi"
Computer Operator,Govt of Punjab - Revenue Dept,Jalandhar,"Punjabi, SQL, Customer Support, Networking, MS Office"
Customer Support Executive,Punjab Digital Office,Firozpur,"Field Work, Hindi, Hardware Support, PowerPoint, Communication, Punjabi, Typing"
Customer Support Executive,Punjab Digital Office,Bathinda,"Field Work, Hindi, Hardware Support, Data Entry"
Social Media Assistant,Punjab Digital Office,Firozpur,"Typing, Excel, Customer Support, Documentation, MS Office, Punjabi"
Field Coordinator,Punjab Digital Office,Hoshiarpur,"English, Typing, Hardware Support, SQL, Customer Support"
Hardware Technician,Punjab Skill Development Mission,Amritsar,"Data Entry, Communication, PowerPoint, Hindi, Networking, Customer Support, Field Work"
Data Entry Operator,Punjab Digital Office,Bathinda,"Customer Support, Hardware Support, Excel, Punjabi, English, PowerPoint, SQL, Field Work"
Admin Assistant,PGRKAM Partner Employer,Mohali,"Teamwork, Communication, Networking, Documentation, Customer Support, SQL, Field Work"
Office Assistant,Govt of Punjab - Health Dept,Patiala,"Hardware Support, Networking, Typing, Customer Support, Punjabi, Documentation, Communication"
Helpdesk Executive,PGRKAM Partner Employer,Mohali,"Teamwork, English, Field Work, PowerPoint, Hindi, Typing"
Career Counsellor,Govt of Punjab - Revenue Dept,Ludhiana,"MS Office, Customer Support, Field Work, Excel, Data Entry, SQL, Tally"
Field Coordinator,PSEB,Gurdaspur,"Typing, Networking, Punjabi, English, PowerPoint, Customer Support, Teamwork, Data Entry"
Apprentice - IT Support,Punjab Skill Development Mission,Mohali,"Excel, PowerPoint, Data Entry, Customer Support, Communication, Hindi"
Social Media Assistant,Govt of Punjab - Revenue Dept,Bathinda,"Typing, Hardware Support, Field Work, MS Office, Customer Support"
Admin Assistant,PSEB,Pathankot,"Typing, Field Work, Customer Support, MS Office, Hardware Support, SQL"
Apprentice - IT Support,Govt of Punjab - Health Dept,Firozpur,"Field Work, Hindi, Networking, SQL, Hardware Support, Documentation"
Customer Support Executive,PGRKAM Partner Employer,Amritsar,"Networking, Field Work, Typing, Data Entry, Hardware Support, English, Hindi, Excel"
Office Assistant,PSEB,Ludhiana,"Documentation, Field Work, MS Office, Excel, Typing, Hardware Support, PowerPoint"
Office Assistant,Punjab Digital Office,Ludhiana,"Field Work, SQL, Hindi, Excel, Data Entry"
MIS Executive,Govt of Punjab - Revenue Dept,Pathankot,"MS Office, Punjabi, Hardware Support, Field Work, Excel"
Admin Assistant,PSEB,Ludhiana,"Typing, MS Office, Teamwork, Excel"
Admin Assistant,PSEB,Patiala,"PowerPoint, Communication, English, SQL"
MIS Executive,Punjab Rural Development Dept,Mohali,"SQL, MS Office, Communication, Teamwork, Typing, Documentation, Field Work"
Admin Assistant,Govt of Punjab - Health Dept,Firozpur,"Field Work, Hardware Support, Punjabi, PowerPoint, Hindi, Excel, Documentation"
Career Counsellor,PGRKAM Partner Employer,Amritsar,"PowerPoint, Documentation, Punjabi, Teamwork"
Data Entry Operator,Punjab Skill Development Mission,Ludhiana,"Field Work, Typing, Teamwork, Hardware Support, English"
Helpdesk Executive,Punjab Digital Office,Hoshiarpur,"MS Office, Tally, Teamwork, Hardware Support, Data Entry, Typing, Field Work, Hindi"
District Coordinator,Govt of Punjab - Health Dept,Hoshiarpur,"MS Office, Data Entry, Networking, Excel, Hardware Support, Hindi, PowerPoint"
Helpdesk Executive,Govt of Punjab - Health Dept,Amritsar,"Excel, Hardware Support, Field Work, Punjabi, Customer Support, Tally, Teamwork, SQL"
MIS Executive,Punjab Skill Development Mission,Ludhiana,"Excel, Punjabi, Documentation, English"
Social Media Assistant,Govt of Punjab - Revenue Dept,Amritsar,"PowerPoint, Punjabi, Excel, Documentation, Tally, SQL, Customer Support, Hardware Support"
District Coordinator,Govt of Punjab - Revenue Dept,Amritsar,"SQL, Documentation, Excel, Typing, Networking, PowerPoint, Punjabi"
Customer Support Executive,PGRKAM Partner Employer,Mohali,"Documentation, Tally, Punjabi, Typing, Networking, PowerPoint, MS Office, SQL"
MIS Executive,PSEB,Pathankot,"Excel, Hardware Support, SQL, Data Entry, Communication, PowerPoint, Networking, Tally"
Data Entry Operator,Govt of Punjab - Revenue Dept,Amritsar,"Tally, Punjabi, Field Work, Communication, MS Office, Data Entry"
District Coordinator,Govt of Punjab - Health Dept,Amritsar,"SQL, Data Entry, Tally, Excel, PowerPoint"
MIS Executive,Govt of Punjab - Health Dept,Bathinda,"Hardware Support, SQL, Typing, Networking, MS Office, Tally"
Hardware Technician,Punjab Skill Development Mission,Mohali,"Customer Support, Hardware Support, Data Entry, Tally, English, Documentation, Excel, SQL"
Field Coordinator,Punjab Rural Development Dept,Bathinda,"Field Work, SQL, Networking, Communication, Hindi, Customer Support"
Lab Technician,Punjab Digital Office,Pathankot,"PowerPoint, Customer Support, Field Work, MS Office, Typing"
Admin Assistant,PSEB,Firozpur,"Punjabi, Documentation, Teamwork, Networking"
District Coordinator,Govt of Punjab - Revenue Dept,Jalandhar,"Communication, PowerPoint, Customer Support, Teamwork, Punjabi, SQL, Documentation"
Data Entry Operator,Govt of Punjab - Health Dept,Amritsar,"Typing, SQL, Hardware Support, Tally, Networking, Documentation"
Lab Technician,Punjab Digital Office,Gurdaspur,"Tally, MS Office, Networking, Field Work"
Customer Support Executive,Govt of Punjab - Revenue Dept,Ludhiana,"Hardware Support, Typing, Communication, Networking"
Apprentice - IT Support,Punjab Rural Development Dept,Pathankot,"Hindi, PowerPoint, MS Office, Typing, Data Entry, Teamwork"
Field Coordinator,Govt of Punjab - Revenue Dept,Jalandhar,"Excel, Field Work, Typing, PowerPoint, Communication"
Field Coordinator,Punjab Rural Development Dept,Hoshiarpur,"Documentation, SQL, Customer Support, Tally, Typing, PowerPoint, Networking"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Amritsar,"Customer Support, Field Work, PowerPoint, Hindi"
IT Support Technician,Govt of Punjab - Revenue Dept,Patiala,"Customer Support, Networking, Typing, Communication, Data Entry, Excel"
Customer Support Executive,Punjab Rural Development Dept,Bathinda,"SQL, Teamwork, Data Entry, Typing, Punjabi"
Lab Technician,Govt of Punjab - Health Dept,Mohali,"Communication, Teamwork, Field Work, Documentation, Networking, Customer Support, Tally"
Apprentice - IT Support,PGRKAM Partner Employer,Firozpur,"Hindi, Excel, SQL, Communication"
Apprentice - IT Support,Govt of Punjab - Health Dept,Amritsar,"PowerPoint, Hindi, MS Office, Documentation, Excel"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Gurdaspur,"Punjabi, Typing, Hindi, English, Networking, MS Office, Data Entry"
MIS Executive,Punjab Skill Development Mission,Amritsar,"Typing, MS Office, Hindi, Field Work, Communication, Tally, Networking, Excel"
IT Support Technician,Punjab Digital Office,Hoshiarpur,"Customer Support, PowerPoint, Documentation, English, Tally, Hardware Support, Excel"
Field Coordinator,Govt of Punjab - Health Dept,Hoshiarpur,"Tally, Hardware Support, Field Work, Documentation, English"
Field Coordinator,Punjab Digital Office,Pathankot,"Teamwork, Punjabi, Documentation, Tally, SQL"
Apprentice - IT Support,Punjab Skill Development Mission,Amritsar,"Data Entry, SQL, Field Work, Communication, Excel"
Career Counsellor,Govt of Punjab - Revenue Dept,Hoshiarpur,"Field Work, SQL, Teamwork, PowerPoint"
Helpdesk Executive,Punjab Digital Office,Mohali,"MS Office, Tally, Networking, Hardware Support, Teamwork, Field Work, Typing"
Lab Technician,Govt of Punjab - Health Dept,Jalandhar,"English, MS Office, Communication, Hindi, Punjabi, Tally, Field Work, SQL"
Social Media Assistant,PSEB,Patiala,"SQL, Typing, Customer Support, Tally, PowerPoint, Punjabi, Hardware Support, MS Office"
Customer Support Executive,PGRKAM Partner Employer,Patiala,"Documentation, Teamwork, Field Work, Hardware Support, MS Office, Data Entry, Punjabi"
Apprentice - IT Support,Punjab Rural Development Dept,Mohali,"Communication, English, Customer Support, MS Office"
Social Media Assistant,Punjab Rural Development Dept,Patiala,"Tally, Customer Support, Documentation, MS Office"
Helpdesk Executive,Punjab Digital Office,Bathinda,"Customer Support, Punjabi, PowerPoint, Tally"
Lab Technician,Punjab Skill Development Mission,Jalandhar,"Teamwork, Excel, MS Office, Field Work, PowerPoint"
District Coordinator,Govt of Punjab - Health Dept,Firozpur,"English, Hindi, Communication, Networking, Typing, Customer Support, SQL, Tally"
Field Coordinator,Punjab Rural Development Dept,Gurdaspur,"Typing, Field Work, Documentation, SQL, Hardware Support, Punjabi, Hindi"
