title,company,location,skills
Junior Clerk,Punjab IT Cell,Mohali,"Communication, Customer Support, Excel, Teamwork, Time Management"
District Coordinator,Rozgar Facilitation Center,Mohali,"Counselling, Customer Support, Documentation, Email Support, Teamwork, Word"
MIS Executive,Career Guidance Bureau,Pathankot,"Accounting, Computer Basics, Excel, Hardware Support, Time Management"
MIS Executive,Career Guidance Bureau,Jalandhar,"Documentation, Phone Handling, PowerPoint, SQL"
Community Facilitator,District Skill Center,Bathinda,"Punjabi, Reporting, Word"
Computer Operator,District Skill Center,Amritsar,"Computer Basics, Customer Support, Email Support, Problem Solving"
District Coordinator,Govt of Punjab,Ludhiana,"Computer Basics, MS Office, Phone Handling, Reporting, Time Management"
District Coordinator,Punjab IT Cell,Mohali,"Accounting, Counselling, Excel, Networking, Phone Handling, SQL, Time Management"
Computer Operator,Career Guidance Bureau,Sangrur,"Data Analysis, Data Entry, Documentation, Excel, Field Work, Networking, Tally"
Junior Clerk,District Skill Center,Pathankot,"Data Entry, Documentation, Problem Solving, Tally"
Community Facilitator,Punjab Employment Office,Hoshiarpur,"Hindi, Punjabi, Time Management"
Helpdesk Executive,Punjab Employment Office,Ludhiana,"Documentation, English, Excel, MS Office, Problem Solving, SQL"
Lab Technician,Punjab Employment Office,Amritsar,"Counselling, Data Analysis, Documentation, Phone Handling, PowerPoint, Time Management"
Helpdesk Executive,District Skill Center,Pathankot,"Computer Basics, Data Analysis, Field Work, Networking, Punjabi, Teamwork, Time Management"
MIS Executive,Rozgar Facilitation Center,Moga,"Hardware Support, Networking, Tally, Word"
Helpdesk Executive,Employment Exchange Punjab,Tarn Taran,"Data Analysis, Phone Handling, Tally"
District Coordinator,District Skill Center,Fazilka,"Documentation, Email Support, Field Work, Phone Handling, Problem Solving, Teamwork, Time Management"
District Coordinator,Rozgar Facilitation Center,Barnala,"Counselling, Hardware Support, Phone Handling, Teamwork"
Helpdesk Executive,Punjab Employment Office,Pathankot,"Data Analysis, Data Entry, Email Support, Excel, Field Work, Time Management"
Junior Clerk,Punjab Employment Office,Ferozepur,"Computer Basics, Customer Support, Excel, Hardware Support, MS Office, Phone Handling, PowerPoint"
Junior Clerk,Punjab Employment Office,Amritsar,"Customer Support, Email Support, Hindi, Networking"
Community Facilitator,Career Guidance Bureau,Faridkot,"Accounting, Counselling, Customer Support"
Block Coordinator,District Skill Center,Hoshiarpur,"Computer Basics, Data Entry, Networking, PowerPoint, Teamwork"
Helpdesk Executive,Career Guidance Bureau,Jalandhar,"Communication, Data Entry, Email Support, SQL"
Data Entry Operator,Punjab IT Cell,Hoshiarpur,"Data Entry, PowerPoint, Teamwork"
Career Counsellor,Govt of Punjab,Mohali,"Networking, Time Management, Word"
Junior Clerk,Punjab Employment Office,Barnala,"Documentation, English, MS Office, Problem Solving"
Block Coordinator,District Skill Center,Bathinda,"Communication, Data Analysis, Excel, Field Work, Hardware Support, SQL"
Junior Clerk,Employment Exchange Punjab,Moga,"Counselling, Email Support, PowerPoint, Punjabi, SQL, Word"
Career Counsellor,Govt of Punjab,Mohali,"Communication, Data Entry, Documentation, MS Office, Phone Handling"
Data Entry Operator,Govt of Punjab,Jalandhar,"Accounting, Field Work, Hardware Support, Problem Solving"
District Coordinator,Punjab IT Cell,Patiala,"Data Entry, Field Work, Problem Solving, SQL, Tally, Teamwork, Word"
Apprentice - IT Support,District Skill Center,Sangrur,"Documentation, Excel, Hindi, Punjabi, SQL, Teamwork, Word"
Social Media Assistant,Employment Exchange Punjab,Ferozepur,"Communication, Counselling, Data Analysis, Hardware Support, Phone Handling, Tally"
Lab Technician,Govt of Punjab,Pathankot,"Computer Basics, Data Entry, Documentation, Tally"
District Coordinator,Rozgar Facilitation Center,Moga,"Data Analysis, Hindi, Time Management"
Apprentice - IT Support,Punjab Employment Office,Ferozepur,"Counselling, Data Entry, Excel, Field Work"
Helpdesk Executive,Rozgar Facilitation Center,Tarn Taran,"Customer Support, Documentation, Excel, Field Work, Punjabi, Tally, Time Management"
Computer Operator,Career Guidance Bureau,Barnala,"Documentation, Email Support, Phone Handling, Punjabi, Tally, Word"
Career Counsellor,Punjab IT Cell,Amritsar,"Documentation, English, Tally"
Apprentice - IT Support,Youth Empowerment Mission,Sangrur,"Data Analysis, English, Hardware Support, MS Office, Phone Handling, Teamwork"
Data Entry Operator,Govt of Punjab,Hoshiarpur,"Counselling, Networking, Phone Handling, PowerPoint, Punjabi, Teamwork"
Social Media Assistant,Employment Exchange Punjab,Bathinda,"Computer Basics, Hindi, MS Office, Punjabi, Teamwork"
Lab Technician,Youth Empowerment Mission,Ludhiana,"Accounting, Communication, Computer Basics, Data Entry, SQL"
Social Media Assistant,District Skill Center,Pathankot,"Hardware Support, Time Management, Word"
Junior Clerk,Punjab Employment Office,Patiala,"Data Entry, Documentation, Networking, Teamwork, Time Management, Word"
Career Counsellor,Career Guidance Bureau,Barnala,"English, PowerPoint, Teamwork"
Computer Operator,Rozgar Facilitation Center,Sangrur,"Networking, Problem Solving, Punjabi, Word"
MIS Executive,Career Guidance Bureau,Moga,"Accounting, Data Analysis, MS Office, SQL, Word"
Data Entry Operator,Youth Empowerment Mission,Sangrur,"Accounting, English, Field Work, PowerPoint, Tally"
Block Coordinator,Rozgar Facilitation Center,Ludhiana,"Data Entry, MS Office, PowerPoint, SQL"
District Coordinator,Punjab Employment Office,Fazilka,"Networking, Punjabi, SQL, Tally, Word"
District Coordinator,Youth Empowerment Mission,Mansa,"Computer Basics, Documentation, Excel, Phone Handling"
Block Coordinator,District Skill Center,Fazilka,"Counselling, PowerPoint, SQL, Teamwork"
Lab Technician,Employment Exchange Punjab,Hoshiarpur,"Communication, Hardware Support, PowerPoint, Problem Solving, Punjabi, Tally"
District Coordinator,Punjab Employment Office,Jalandhar,"Computer Basics, Reporting, SQL"
Junior Clerk,Career Guidance Bureau,Faridkot,"Counselling, PowerPoint, Problem Solving, SQL, Tally, Word"
Junior Clerk,Govt of Punjab,Hoshiarpur,"Accounting, Communication, Documentation, Networking, Time Management"
Junior Clerk,Govt of Punjab,Pathankot,"Computer Basics, Excel, Phone Handling, PowerPoint, Punjabi"
Block Coordinator,District Skill Center,Fazilka,"Phone Handling, Punjabi, Reporting"
Block Coordinator,Career Guidance Bureau,Moga,"Counselling, English, Field Work, Phone Handling, Problem Solving"
Computer Operator,District Skill Center,Ferozepur,"Accounting, English, Networking, Time Management"
Block Coordinator,Govt of Punjab,Moga,"Accounting, Documentation, Excel, Reporting, Time Management"
Apprentice - IT Support,Govt of Punjab,Mansa,"Communication, Email Support, Field Work, Phone Handling, SQL"
Apprentice - IT Support,Rozgar Facilitation Center,Mansa,"Accounting, English, MS Office, Reporting, Time Management"
District Coordinator,Punjab IT Cell,Patiala,"Counselling, Customer Support, Data Analysis, Email Support, Hindi, Punjabi, SQL"
MIS Executive,Youth Empowerment Mission,Gurdaspur,"Accounting, Customer Support, Teamwork"
Helpdesk Executive,Rozgar Facilitation Center,Ludhiana,"Accounting, Email Support, Networking, Phone Handling, Time Management, Word"
Social Media Assistant,Youth Empowerment Mission,Mohali,"Data Entry, Hardware Support, PowerPoint, Tally"
Helpdesk Executive,District Skill Center,Mohali,"Punjabi, Reporting, Time Management, Word"
Lab Technician,Govt of Punjab,Gurdaspur,"Communication, Email Support, Field Work, MS Office, Problem Solving, Punjabi, Word"
MIS Executive,Career Guidance Bureau,Ferozepur,"Counselling, Customer Support, Documentation, Problem Solving, Time Management, Word"
Social Media Assistant,Career Guidance Bureau,Sangrur,"Computer Basics, Data Analysis, Documentation, English, Problem Solving, Teamwork"
Lab Technician,Youth Empowerment Mission,Gurdaspur,"Hindi, Phone Handling, SQL, Teamwork, Word"
Career Counsellor,Govt of Punjab,Faridkot,"Accounting, Computer Basics, Counselling, Data Analysis, PowerPoint, SQL"
Helpdesk Executive,Punjab Employment Office,Faridkot,"Customer Support, Documentation, Hardware Support, Problem Solving"
Data Entry Operator,Career Guidance Bureau,Pathankot,"Data Analysis, English, Excel, Field Work, MS Office, Phone Handling, Time Management"
MIS Executive,Punjab IT Cell,Ludhiana,"Counselling, Customer Support, Hardware Support, Reporting"
District Coordinator,Youth Empowerment Mission,Faridkot,"Data Analysis, English, Excel, Field Work, MS Office, Tally"
Apprentice - IT Support,District Skill Center,Hoshiarpur,"Customer Support, English, Field Work, MS Office, Punjabi"
Junior Clerk,Career Guidance Bureau,Sangrur,"Email Support, English, Punjabi, Teamwork"
Apprentice - IT Support,Govt of Punjab,Sangrur,"Communication, Counselling, Customer Support, Data Entry, Documentation, Hardware Support, Problem Solving"
Helpdesk Executive,Career Guidance Bureau,Moga,"Accounting, Customer Support, Hindi, Phone Handling, SQL"
Block Coordinator,District Skill Center,Pathankot,"Counselling, Email Support, Excel, Punjabi, SQL, Tally, Word"
Computer Operator,Punjab IT Cell,Faridkot,"Communication, Computer Basics, Excel, MS Office, Problem Solving"
Computer Operator,Career Guidance Bureau,Jalandhar,"Counselling, Hindi, Time Management"
Social Media Assistant,Career Guidance Bureau,Faridkot,"Counselling, Phone Handling, PowerPoint, Reporting, Tally, Teamwork"
Junior Clerk,Punjab Employment Office,Faridkot,"Accounting, Data Entry, Email Support, Excel, PowerPoint"
MIS Executive,Youth Empowerment Mission,Hoshiarpur,"Communication, Counselling, Data Entry, Word"
Block Coordinator,Rozgar Facilitation Center,Patiala,"Data Analysis, Hardware Support, Networking, Reporting, Word"
Data Entry Operator,Rozgar Facilitation Center,Pathankot,"Customer Support, Field Work, Hardware Support, SQL"
Helpdesk Executive,Punjab Employment Office,Barnala,"Accounting, Computer Basics, Data Entry, English, Hindi, PowerPoint"
Data Entry Operator,Career Guidance Bureau,Patiala,"Counselling, Customer Support, Email Support, English, Reporting"
Data Entry Operator,Career Guidance Bureau,Mohali,"Communication, Counselling, Customer Support, Documentation, Email Support, SQL"
Community Facilitator,Employment Exchange Punjab,Mansa,"Hardware Support, Hindi, Phone Handling, Time Management"
Block Coordinator,Punjab IT Cell,Moga,"Excel, Hindi, Networking"
Lab Technician,Govt of Punjab,Bathinda,"MS Office, Problem Solving, Punjabi, Reporting, Time Management"
Computer Operator,Punjab Employment Office,Gurdaspur,"Accounting, Computer Basics, Data Entry, Hindi, Punjabi, Tally"
Apprentice - IT Support,Punjab IT Cell,Moga,"Communication, Documentation, Hindi, MS Office, Networking, Phone Handling, Time Management"
Helpdesk Executive,Youth Empowerment Mission,Bathinda,"Data Analysis, Excel, Phone Handling, Problem Solving"
Social Media Assistant,Employment Exchange Punjab,Jalandhar,"Email Support, Field Work, Hardware Support, Networking, Phone Handling, Punjabi"
MIS Executive,Punjab Employment Office,Ferozepur,"Email Support, Field Work, MS Office, PowerPoint, Time Management"
District Coordinator,Govt of Punjab,Bathinda,"Counselling, Hindi, Phone Handling, Problem Solving, Time Management"
Community Facilitator,Career Guidance Bureau,Ferozepur,"Excel, Hindi, Problem Solving"
Community Facilitator,District Skill Center,Mansa,"Data Analysis, Phone Handling, Problem Solving"
MIS Executive,District Skill Center,Tarn Taran,"Hindi, MS Office, Networking, Punjabi"
Community Facilitator,Youth Empowerment Mission,Jalandhar,"Data Entry, Field Work, Tally"
Helpdesk Executive,Punjab Employment Office,Moga,"Communication, Documentation, Time Management"
District Coordinator,Rozgar Facilitation Center,Bathinda,"Excel, Field Work, Hardware Support, Phone Handling, Punjabi, Teamwork, Time Management"
Apprentice - IT Support,Punjab Employment Office,Tarn Taran,"Data Entry, Networking, Reporting"
Lab Technician,Govt of Punjab,Hoshiarpur,"Data Entry, Email Support, Excel, Punjabi, Tally"
Computer Operator,Rozgar Facilitation Center,Patiala,"Accounting, Computer Basics, Customer Support, Excel, Punjabi, Tally, Word"
District Coordinator,Youth Empowerment Mission,Faridkot,"Computer Basics, Data Entry, English, MS Office, Tally, Time Management, Word"
Block Coordinator,Youth Empowerment Mission,Bathinda,"Counselling, Hindi, Tally, Teamwork, Word"
MIS Executive,Employment Exchange Punjab,Barnala,"Customer Support, Data Analysis, Documentation, Field Work, SQL"
Data Entry Operator,Punjab Employment Office,Bathinda,"Computer Basics, Email Support, Hardware Support"
Community Facilitator,Govt of Punjab,Faridkot,"Accounting, Customer Support, Hindi"
Community Facilitator,Govt of Punjab,Jalandhar,"Accounting, Customer Support, Data Analysis, Data Entry, Documentation, MS Office, Tally"
Lab Technician,Punjab Employment Office,Gurdaspur,"Data Entry, Email Support, Word"
Social Media Assistant,Rozgar Facilitation Center,Patiala,"Computer Basics, Counselling, Data Entry, Teamwork"
Career Counsellor,Employment Exchange Punjab,Hoshiarpur,"Data Entry, English, Hindi, Punjabi, Teamwork, Time Management, Word"
Helpdesk Executive,Punjab IT Cell,Moga,"Networking, Reporting, Tally"
Block Coordinator,Punjab Employment Office,Sangrur,"Accounting, Data Analysis, Documentation, Email Support, Field Work, PowerPoint, Problem Solving"
MIS Executive,District Skill Center,Mansa,"Communication, Computer Basics, Data Analysis, Phone Handling, Word"
District Coordinator,Govt of Punjab,Fazilka,"Customer Support, Documentation, PowerPoint, Tally, Teamwork"
Career Counsellor,Punjab IT Cell,Gurdaspur,"Data Analysis, Hardware Support, Networking"
Block Coordinator,Youth Empowerment Mission,Patiala,"Counselling, Data Analysis, Documentation, Email Support, English, Word"
Social Media Assistant,District Skill Center,Ludhiana,"Computer Basics, Phone Handling, Time Management"
Community Facilitator,Career Guidance Bureau,Mohali,"Communication, English, Field Work, Problem Solving"
Junior Clerk,Punjab IT Cell,Amritsar,"Excel, Field Work, Hardware Support, PowerPoint, SQL, Tally"
Junior Clerk,Employment Exchange Punjab,Patiala,"Communication, Customer Support, Documentation, Time Management"
Helpdesk Executive,District Skill Center,Sangrur,"Accounting, Computer Basics, Counselling, Customer Support, Networking, SQL, Time Management"
Block Coordinator,Youth Empowerment Mission,Bathinda,"Email Support, English, Field Work, Hardware Support, Problem Solving, Reporting"
Community Facilitator,Rozgar Facilitation Center,Amritsar,"Communication, Counselling, Data Analysis, Hindi, Phone Handling, SQL"
Computer Operator,Punjab IT Cell,Jalandhar,"Computer Basics, English, Excel, Networking, Teamwork"
Junior Clerk,Career Guidance Bureau,Pathankot,"Data Analysis, Data Entry, English, Hindi, Networking, PowerPoint"
Junior Clerk,Govt of Punjab,Patiala,"Data Entry, Problem Solving, Punjabi, SQL"
Computer Operator,Govt of Punjab,Patiala,"Accounting, Email Support, Hardware Support, PowerPoint, Problem Solving, Time Management"
Career Counsellor,Punjab Employment Office,Gurdaspur,"Computer Basics, Email Support, PowerPoint, Reporting, Teamwork"
Social Media Assistant,District Skill Center,Amritsar,"Customer Support, Email Support, Phone Handling, Punjabi"
Lab Technician,District Skill Center,Hoshiarpur,"Accounting, Excel, Hindi, Phone Handling"
Apprentice - IT Support,Govt of Punjab,Bathinda,"Email Support, Field Work, Word"
Block Coordinator,Rozgar Facilitation Center,Jalandhar,"Computer Basics, English, Teamwork"
Career Counsellor,Punjab Employment Office,Bathinda,"Computer Basics, Customer Support, Data Analysis, Field Work, Punjabi, Reporting, Teamwork"
Data Entry Operator,Govt of Punjab,Pathankot,"Computer Basics, Counselling, English, Hindi, Phone Handling, Time Management"
Lab Technician,Career Guidance Bureau,Mohali,"Data Analysis, PowerPoint, Reporting, Word"
Block Coordinator,Youth Empowerment Mission,Patiala,"Customer Support, Excel, MS Office, Reporting, Time Management"
Block Coordinator,Punjab IT Cell,Amritsar,"Computer Basics, Data Entry, Email Support, SQL, Tally"
Community Facilitator,Punjab IT Cell,Tarn Taran,"Computer Basics, Data Analysis, MS Office, Time Management"
Block Coordinator,Punjab IT Cell,Gurdaspur,"Counselling, Customer Support, MS Office, Reporting, SQL, Tally, Time Management"
Lab Technician,Youth Empowerment Mission,Sangrur,"Counselling, Networking, Word"
Data Entry Operator,Govt of Punjab,Ludhiana,"Data Entry, Email Support, English, Hindi, MS Office, SQL"
Computer Operator,District Skill Center,Fazilka,"Data Analysis, Data Entry, Hardware Support"
Community Facilitator,Govt of Punjab,Amritsar,"Communication, Customer Support, Excel, Hindi, Phone Handling, SQL"
Career Counsellor,Career Guidance Bureau,Tarn Taran,"Communication, Hardware Support, Teamwork"
Junior Clerk,Youth Empowerment Mission,Patiala,"Customer Support, Data Analysis, Email Support, SQL, Word"
Junior Clerk,Punjab Employment Office,Bathinda,"Communication, Data Analysis, Data Entry, Hindi, PowerPoint, Teamwork"
Social Media Assistant,Rozgar Facilitation Center,Faridkot,"Hardware Support, Phone Handling, Problem Solving, Punjabi, Time Management"
Social Media Assistant,Career Guidance Bureau,Faridkot,"Customer Support, Data Entry, Documentation, Excel, Hardware Support, Tally"
Lab Technician,Punjab Employment Office,Bathinda,"Computer Basics, Customer Support, Punjabi, Reporting, SQL, Tally"
Apprentice - IT Support,Career Guidance Bureau,Ferozepur,"Computer Basics, Data Entry, Documentation, English, Teamwork"
Community Facilitator,Employment Exchange Punjab,Barnala,"Communication, Email Support, Phone Handling, SQL, Tally"
Helpdesk Executive,Rozgar Facilitation Center,Ludhiana,"Computer Basics, Customer Support, Data Analysis, Hardware Support, Hindi, Time Management"
Career Counsellor,Rozgar Facilitation Center,Barnala,"English, Hindi, Tally, Time Management, Word"
Helpdesk Executive,Career Guidance Bureau,Faridkot,"Email Support, MS Office, Networking, Time Management"
Computer Operator,Rozgar Facilitation Center,Ferozepur,"Customer Support, Hindi, Time Management"
Apprentice - IT Support,Punjab Employment Office,Mohali,"Data Analysis, Phone Handling, PowerPoint, Reporting"
Social Media Assistant,Punjab IT Cell,Bathinda,"Communication, Documentation, English, Excel, Hindi"
Career Counsellor,Rozgar Facilitation Center,Sangrur,"Punjabi, SQL, Time Management"
Data Entry Operator,Employment Exchange Punjab,Sangrur,"Computer Basics, Data Analysis, Data Entry, SQL"
Lab Technician,District Skill Center,Tarn Taran,"Counselling, Customer Support, Excel, Problem Solving, Tally, Time Management"
Junior Clerk,District Skill Center,Faridkot,"Data Analysis, Email Support, Phone Handling, Problem Solving, Reporting, Word"
District Coordinator,Career Guidance Bureau,Ferozepur,"Data Analysis, Documentation, English, MS Office, Tally, Teamwork"
Career Counsellor,Rozgar Facilitation Center,Tarn Taran,"Documentation, English, Excel, Hindi, Phone Handling, Reporting"
Computer Operator,Punjab Employment Office,Gurdaspur,"Communication, Computer Basics, Counselling, Hardware Support, Networking, Phone Handling, Tally"
Lab Technician,Youth Empowerment Mission,Sangrur,"Communication, Counselling, Data Entry, Excel"
Community Facilitator,District Skill Center,Mansa,"Accounting, Email Support, English, Hardware Support, Networking"
Apprentice - IT Support,Employment Exchange Punjab,Patiala,"Data Analysis, Documentation, Excel, Field Work, Teamwork, Word"
Apprentice - IT Support,District Skill Center,Barnala,"Data Entry, English, Hindi, MS Office, Networking, Reporting, SQL"
Block Coordinator,Punjab IT Cell,Gurdaspur,"Email Support, Hindi, Networking, PowerPoint, Tally, Time Management"
Computer Operator,Rozgar Facilitation Center,Sangrur,"Data Entry, PowerPoint, Teamwork, Word"
Apprentice - IT Support,Punjab IT Cell,Mohali,"Hardware Support, Phone Handling, SQL"
Social Media Assistant,Employment Exchange Punjab,Tarn Taran,"Accounting, Data Entry, English, Hindi, MS Office"
Junior Clerk,Rozgar Facilitation Center,Ferozepur,"Computer Basics, Data Analysis, Data Entry, Networking"
Community Facilitator,Govt of Punjab,Mansa,"Customer Support, Email Support, Punjabi, Tally, Teamwork, Word"
Junior Clerk,Punjab Employment Office,Jalandhar,"Computer Basics, Counselling, Customer Support, MS Office, Time Management"
Apprentice - IT Support,District Skill Center,Mohali,"Field Work, Hindi, Time Management"
Block Coordinator,District Skill Center,Pathankot,"Accounting, Computer Basics, Data Analysis, Field Work, PowerPoint, Punjabi"
Career Counsellor,District Skill Center,Moga,"Computer Basics, Problem Solving, Time Management, Word"
Junior Clerk,Rozgar Facilitation Center,Hoshiarpur,"Field Work, MS Office, Teamwork"
Block Coordinator,District Skill Center,Ludhiana,"Field Work, MS Office, Time Management"
District Coordinator,District Skill Center,Mansa,"Customer Support, Documentation, English, Field Work, Hardware Support, PowerPoint, Punjabi"
Career Counsellor,Career Guidance Bureau,Ludhiana,"Counselling, Customer Support, English, Excel, Punjabi, Reporting, Teamwork"
Computer Operator,Youth Empowerment Mission,Moga,"Email Support, Excel, Field Work, Networking, Teamwork, Word"
Career Counsellor,Employment Exchange Punjab,Tarn Taran,"Counselling, Email Support, Field Work, Hindi, Punjabi, Time Management, Word"
Junior Clerk,Punjab IT Cell,Mansa,"Counselling, Hardware Support, Punjabi, Reporting, Tally, Teamwork"
Apprentice - IT Support,Govt of Punjab,Tarn Taran,"Data Entry, Excel, Hardware Support, Hindi, MS Office, Phone Handling, Reporting"
Lab Technician,Youth Empowerment Mission,Amritsar,"Computer Basics, Hindi, SQL, Word"
District Coordinator,Career Guidance Bureau,Mohali,"Email Support, Hardware Support, Hindi, Tally"
Community Facilitator,Govt of Punjab,Ludhiana,"Accounting, Communication, Customer Support, Problem Solving, Punjabi, SQL, Teamwork"
Lab Technician,Career Guidance Bureau,Sangrur,"Communication, Counselling, Data Entry, MS Office, Reporting, Word"
Block Coordinator,Employment Exchange Punjab,Amritsar,"Accounting, Data Entry, Documentation, Email Support, English, Reporting, Time Management"
Career Counsellor,District Skill Center,Moga,"Counselling, Email Support, English, MS Office, PowerPoint, Time Management"
Junior Clerk,Employment Exchange Punjab,Ferozepur,"Counselling, Data Analysis, Documentation, Networking, Phone Handling"
Junior Clerk,District Skill Center,Faridkot,"Communication, Computer Basics, Data Analysis, Excel, SQL, Tally"
MIS Executive,Employment Exchange Punjab,Sangrur,"Communication, Email Support, MS Office, PowerPoint, Tally, Time Management"
Apprentice - IT Support,District Skill Center,Faridkot,"Email Support, MS Office, Networking, Reporting, Time Management"
District Coordinator,Punjab IT Cell,Amritsar,"Accounting, Counselling, Customer Support, Field Work, MS Office, Networking"
Data Entry Operator,Career Guidance Bureau,Jalandhar,"Hardware Support, MS Office, Tally"
Community Facilitator,Punjab IT Cell,Sangrur,"Communication, Excel, Tally"
Apprentice - IT Support,Employment Exchange Punjab,Hoshiarpur,"Data Entry, SQL, Time Management"
Computer Operator,Youth Empowerment Mission,Faridkot,"Computer Basics, Field Work, Hardware Support, MS Office"
Junior Clerk,Govt of Punjab,Barnala,"English, Networking, Problem Solving"
Social Media Assistant,Employment Exchange Punjab,Faridkot,"Accounting, Customer Support, Hindi, Teamwork"
Career Counsellor,Career Guidance Bureau,Bathinda,"Computer Basics, Documentation, Email Support, PowerPoint, Reporting, SQL, Word"
Apprentice - IT Support,Career Guidance Bureau,Hoshiarpur,"Counselling, Hardware Support, Phone Handling, PowerPoint, Problem Solving, Punjabi, Time Management"
Community Facilitator,Punjab IT Cell,Bathinda,"Customer Support, Problem Solving, Punjabi, Time Management, Word"
Helpdesk Executive,Govt of Punjab,Mohali,"Data Analysis, Email Support, MS Office, PowerPoint, SQL, Tally"
Helpdesk Executive,Punjab IT Cell,Jalandhar,"Accounting, Computer Basics, Customer Support, Data Entry, Hardware Support"
District Coordinator,Employment Exchange Punjab,Fazilka,"Accounting, Email Support, MS Office, Tally, Word"
MIS Executive,Punjab IT Cell,Patiala,"Accounting, Counselling, Excel, Field Work, MS Office, Punjabi"
MIS Executive,Youth Empowerment Mission,Bathinda,"Counselling, Hindi, SQL, Teamwork"
Junior Clerk,Employment Exchange Punjab,Bathinda,"Customer Support, Documentation, Phone Handling, Problem Solving, SQL, Time Management"
Junior Clerk,Youth Empowerment Mission,Mansa,"Computer Basics, Email Support, English, Networking"
Lab Technician,Employment Exchange Punjab,Tarn Taran,"Computer Basics, Counselling, Teamwork"
MIS Executive,Rozgar Facilitation Center,Barnala,"Excel, Phone Handling, SQL"
MIS Executive,Youth Empowerment Mission,Hoshiarpur,"Hardware Support, MS Office, Time Management"
Apprentice - IT Support,Career Guidance Bureau,Mohali,"Data Entry, Documentation, Hardware Support, Hindi, Networking"
District Coordinator,Rozgar Facilitation Center,Jalandhar,"Networking, Problem Solving, Reporting, SQL, Tally"
Computer Operator,District Skill Center,Bathinda,"Accounting, Counselling, Field Work, Hindi, Problem Solving, Word"
MIS Executive,District Skill Center,Tarn Taran,"Hindi, Reporting, Word"
Computer Operator,Youth Empowerment Mission,Mansa,"Accounting, Excel, Problem Solving"
Data Entry Operator,Punjab Employment Office,Patiala,"Excel, Hardware Support, Problem Solving, Punjabi, SQL, Time Management"
Junior Clerk,Rozgar Facilitation Center,Hoshiarpur,"Counselling, Field Work, Hindi, Phone Handling, Problem Solving"
Career Counsellor,Employment Exchange Punjab,Sangrur,"Communication, Counselling, MS Office, Phone Handling, Reporting, SQL"
Computer Operator,Youth Empowerment Mission,Patiala,"Counselling, Hardware Support, Punjabi"
Social Media Assistant,Rozgar Facilitation Center,Gurdaspur,"Accounting, Documentation, MS Office, PowerPoint, SQL, Tally"
Junior Clerk,Rozgar Facilitation Center,Mohali,"Data Analysis, Data Entry, English, Phone Handling, Tally, Time Management"
Career Counsellor,Youth Empowerment Mission,Faridkot,"Excel, Hindi, MS Office"
Data Entry Operator,Employment Exchange Punjab,Pathankot,"Data Entry, Excel, Field Work, PowerPoint, Reporting, Word"
Junior Clerk,Employment Exchange Punjab,Sangrur,"Accounting, Email Support, Hardware Support, SQL"
Helpdesk Executive,Govt of Punjab,Ludhiana,"Accounting, Communication, Counselling, Customer Support, Data Entry, English, MS Office"
District Coordinator,Employment Exchange Punjab,Mansa,"Accounting, Communication, Computer Basics, PowerPoint, SQL, Tally, Time Management"
Block Coordinator,Punjab Employment Office,Bathinda,"Counselling, Problem Solving, Teamwork"
Helpdesk Executive,Punjab IT Cell,Tarn Taran,"Communication, English, Excel, Phone Handling, PowerPoint, SQL, Tally"
Apprentice - IT Support,District Skill Center,Sangrur,"English, Hindi, Phone Handling"
Junior Clerk,Youth Empowerment Mission,Bathinda,"Counselling, Data Analysis, Networking, Punjabi"
Career Counsellor,Rozgar Facilitation Center,Ferozepur,"Counselling, Data Entry, Documentation, Networking, Phone Handling, Problem Solving, Tally"
District Coordinator,Employment Exchange Punjab,Ludhiana,"Counselling, Email Support, Hardware Support"
Apprentice - IT Support,Punjab IT Cell,Faridkot,"Accounting, Data Analysis, Field Work, Networking, Phone Handling, Punjabi, Word"
Helpdesk Executive,Youth Empowerment Mission,Ferozepur,"Email Support, MS Office, SQL"
Lab Technician,Rozgar Facilitation Center,Moga,"Data Entry, Email Support, Field Work, Problem Solving, Punjabi, Word"
Social Media Assistant,District Skill Center,Jalandhar,"Field Work, Hardware Support, Hindi, Problem Solving"
MIS Executive,District Skill Center,Faridkot,"Field Work, Hindi, Phone Handling, PowerPoint, Reporting, Word"
Social Media Assistant,Rozgar Facilitation Center,Faridkot,"Communication, Customer Support, PowerPoint, Teamwork"
Lab Technician,Punjab Employment Office,Mohali,"Communication, Counselling, Hardware Support, Phone Handling, Teamwork"
Lab Technician,Punjab Employment Office,Mansa,"Excel, MS Office, Problem Solving, Punjabi"
Community Facilitator,District Skill Center,Mansa,"Counselling, Networking, PowerPoint, Punjabi"
Junior Clerk,Rozgar Facilitation Center,Gurdaspur,"Data Entry, Excel, Problem Solving, Tally, Time Management"
Computer Operator,District Skill Center,Ludhiana,"Data Entry, Field Work, Hindi, Networking"
Computer Operator,Rozgar Facilitation Center,Patiala,"Accounting, Customer Support, Data Analysis, Hindi, Networking"
Apprentice - IT Support,Employment Exchange Punjab,Moga,"Accounting, Excel, Hindi, PowerPoint, Tally, Teamwork, Word"
District Coordinator,Career Guidance Bureau,Ferozepur,"Communication, Counselling, Documentation, Hardware Support, MS Office, Punjabi, Reporting"
Community Facilitator,Punjab IT Cell,Sangrur,"Hindi, MS Office, PowerPoint"
Data Entry Operator,Rozgar Facilitation Center,Hoshiarpur,"Customer Support, Data Analysis, Excel, PowerPoint"
